#{"t_start": 1663264305.273177, "env_id": "InvertedDoublePendulum-v2"}
r,l,t
82.348923,9,0.286259
91.490567,10,0.289881
82.960774,9,0.293157
82.83111,9,0.296443
91.876811,10,0.299972
82.270841,9,0.30316
92.236221,10,0.306712
73.149178,8,0.309559
82.534252,9,0.31272
129.533437,14,0.317538
72.726602,8,0.600516
64.226378,7,0.603113
101.400662,11,0.607075
82.616002,9,0.610289
101.40638,11,0.614186
91.98678,10,0.617761
73.454614,8,0.620648
82.972899,9,0.623874
64.126911,7,0.626409
111.004717,12,0.630617
91.897232,10,0.905463
101.33019,11,0.90934
82.359576,9,0.912549
64.180922,7,0.915077
82.282921,9,0.918276
91.953661,10,0.921788
92.157681,10,0.925303
91.809051,10,0.928838
100.817855,11,0.932694
82.821952,9,0.935877
82.281194,9,1.210089
92.017314,10,1.213644
73.431236,8,1.216501
73.00163,8,1.219354
101.432111,11,1.223198
73.141566,8,1.22606
82.892686,9,1.229238
72.970938,8,1.232119
82.37748,9,1.235296
64.216567,7,1.237824
82.408623,9,1.517453
82.661501,9,1.520669
92.033524,10,1.524189
92.250039,10,1.527726
73.463087,8,1.530569
73.221339,8,1.533409
72.850695,8,1.536254
73.222394,8,1.539122
82.859548,9,1.542312
73.251614,8,1.545184
91.851917,10,1.821001
82.731437,9,1.824192
91.772679,10,1.827893
73.301838,8,1.830753
110.5513,12,1.835005
101.532204,11,1.838902
73.533169,8,1.841809
91.914663,10,1.845359
64.065158,7,1.847915
73.032796,8,1.850829
91.936494,10,2.125913
82.193334,9,2.129113
82.262115,9,2.132286
63.884681,7,2.134805
82.793131,9,2.137986
73.484686,8,2.140833
73.416342,8,2.143693
82.161003,9,2.146888
110.629958,12,2.151061
92.104526,10,2.154571
73.534983,8,2.427626
82.40465,9,2.430833
91.887259,10,2.43435
111.118769,12,2.43851
110.882087,12,2.442664
82.810892,9,2.445826
73.103827,8,2.448671
73.008604,8,2.451509
73.557436,8,2.454346
101.42975,11,2.458168
82.42622,9,2.733422
73.035301,8,2.736286
73.220339,8,2.739151
92.138051,10,2.742669
110.605724,12,2.746839
110.936698,12,2.751008
83.160351,9,2.754187
82.521852,9,2.757366
82.261766,9,2.760541
82.963705,9,2.763697
91.658105,10,3.038502
73.389163,8,3.041378
82.773519,9,3.044583
72.993946,8,3.047443
72.934511,8,3.050285
110.893529,12,3.054457
73.329126,8,3.057289
73.309634,8,3.060156
82.771157,9,3.063326
100.829584,11,3.067239
26.841364,3,6.484556
34.827281,4,6.486166
26.869833,3,6.48741
26.844685,3,6.488639
26.746065,3,6.489861
26.852311,3,6.491082
34.970635,4,6.492655
26.880754,3,6.49387
26.658033,3,6.49514
26.892635,3,6.496368
120.591647,13,9.809088
138.789902,15,9.814393
120.549335,13,9.819016
176.679453,19,9.825591
157.789513,17,9.831488
111.05916,12,9.835699
120.13944,13,9.84024
129.859617,14,9.8451
120.496072,13,9.849637
92.610002,10,9.853178
119.964028,13,13.151452
138.573548,15,13.156711
156.977926,17,13.162595
213.295353,23,13.170462
148.30325,16,13.175957
260.294157,28,13.185446
270.128021,29,13.195267
204.092552,22,13.202762
157.050584,17,13.208595
165.885507,18,13.214774
260.068265,28,16.500521
