#{"t_start": 1663264073.8288143, "env_id": "InvertedDoublePendulum-v2"}
r,l,t
63.612855,7,0.283822
63.781141,7,0.286447
72.920902,8,0.289425
63.685029,7,0.292051
63.610119,7,0.294694
82.510666,9,0.297945
63.990736,7,0.300492
73.177021,8,0.303384
72.999186,8,0.306305
63.667244,7,0.308855
63.811438,7,0.588526
63.677448,7,0.591146
63.983182,7,0.593731
54.979873,6,0.595976
64.009224,7,0.598561
72.973056,8,0.601488
73.462328,8,0.604392
72.980126,8,0.607284
73.540028,8,0.610185
64.026146,7,0.612751
63.791729,7,0.886334
63.773417,7,0.888941
63.926707,7,0.891513
54.699954,6,0.893742
63.67439,7,0.896311
73.522517,8,0.899232
63.481592,7,0.9018
63.775023,7,0.904349
64.023585,7,0.906909
63.777714,7,0.909464
64.090528,7,1.181731
63.860103,7,1.18433
54.784943,6,1.186572
64.151195,7,1.189159
63.827552,7,1.191719
63.645812,7,1.19431
73.141192,8,1.19722
63.840181,7,1.199784
63.625627,7,1.202343
73.112068,8,1.205243
73.13569,8,1.484265
63.58529,7,1.486894
64.120432,7,1.489472
54.935456,6,1.49173
63.817063,7,1.494313
63.844875,7,1.496899
73.340129,8,1.499802
63.936257,7,1.502373
63.68177,7,1.50494
63.98491,7,1.507508
63.84226,7,1.779197
54.871619,6,1.781464
73.082934,8,1.784381
73.074356,8,1.787299
54.879399,6,1.789538
73.164295,8,1.792455
82.428295,9,1.795691
73.209462,8,1.798593
82.631613,9,1.801849
73.355895,8,1.804748
73.068667,8,2.08355
63.701478,7,2.086157
73.385257,8,2.089072
63.640483,7,2.091639
63.599519,7,2.094205
63.626088,7,2.096788
63.961458,7,2.099355
63.956794,7,2.101931
63.628504,7,2.104497
63.837097,7,2.107084
72.961053,8,2.384962
54.885,6,2.387227
63.750105,7,2.389823
73.578466,8,2.392733
54.90838,6,2.394985
63.622697,7,2.397567
64.204533,7,2.400145
64.173796,7,2.402723
82.273356,9,2.405981
72.821387,8,2.408899
63.634131,7,2.681855
64.037512,7,2.684456
73.45561,8,2.687373
63.935571,7,2.689954
63.67807,7,2.692514
54.771642,6,2.694754
82.336081,9,2.698004
64.147847,7,2.700572
63.861781,7,2.703143
64.057347,7,2.705721
73.57176,8,2.980085
64.123161,7,2.982679
54.886077,6,2.984928
64.089549,7,2.987498
73.39904,8,2.990402
64.121469,7,2.992984
63.545809,7,2.995567
64.196951,7,2.99816
73.06683,8,3.001066
63.987135,7,3.003642
26.781166,3,6.470289
34.94154,4,6.471917
26.877542,3,6.473168
26.81657,3,6.474402
26.761638,3,6.47563
26.87926,3,6.476866
26.853126,3,6.478094
26.820896,3,6.479315
26.857023,3,6.480591
34.879638,4,6.48217
26.73886,3,9.948949
26.860913,3,9.950236
26.748185,3,9.951475
34.869928,4,9.953053
26.696225,3,9.954296
26.829318,3,9.955525
26.724355,3,9.956742
34.853591,4,9.958291
26.735835,3,9.95952
26.755279,3,9.960754
54.715864,6,13.415625
72.850662,8,13.418593
54.588491,6,13.420853
54.615417,6,13.423106
63.742838,7,13.42573
54.659374,6,13.427999
63.587768,7,13.430558
54.695215,6,13.432782
54.597146,6,13.435006
54.619339,6,13.43724
204.335589,22,16.775736
232.101727,25,16.784374
120.448093,13,16.788976
139.009089,15,16.794208
167.155173,18,16.800419
157.331667,17,16.806306
176.166601,19,16.81289
175.993683,19,16.819424
241.773199,26,16.828317
138.813625,15,16.833545
325.242905,35,20.158603
148.199918,16,20.164321
297.786616,32,20.175318
260.636227,28,20.184932
325.312468,35,20.196874
101.711261,11,20.20078
110.597585,12,20.205019
223.013911,24,20.213268
213.679122,23,20.221199
307.528371,33,20.232427
268.729252,29,23.546113
325.491178,35,23.55822
279.314146,30,23.568492
278.605836,30,23.578717
316.427799,34,23.590301
119.678552,13,23.594869
549.974252,59,23.614844
213.362242,23,23.62276
306.427409,33,23.633982
231.83818,25,23.642527
222.502349,24,26.949756
334.716073,36,26.962174
241.058102,26,26.971131
352.994066,38,26.984081
241.258084,26,26.993022
475.148489,51,27.010255
222.142851,24,27.018505
288.19367,31,27.029101
362.55979,39,27.042316
297.040903,32,27.053228
484.088456,52,30.423854
287.53711,31,30.434472
278.479864,30,30.444736
268.868288,29,30.454681
418.393495,45,30.46997
269.019417,29,30.479842
371.58259,40,30.493398
268.970425,29,30.503317
306.552118,33,30.514503
278.637537,30,30.524705
372.329693,40,33.830276
447.062482,48,33.846708
765.013645,82,33.874301
409.096085,44,33.88927
231.861523,25,33.897893
521.42773,56,33.916854
259.766579,28,33.926487
371.787618,40,33.940125
315.454254,34,33.95181
268.988916,29,33.961766
381.26719,41,37.279598
465.75391,50,37.296834
942.842982,101,37.330911
222.739029,24,37.339233
408.972865,44,37.354142
381.985945,41,37.368139
297.565253,32,37.379117
474.970207,51,37.396328
634.187619,68,37.419281
380.94383,41,37.433377
297.472247,32,40.787025
325.717597,35,40.799202
306.632052,33,40.810538
540.708555,58,40.830249
559.465475,60,40.850651
372.517435,40,40.864323
494.435294,53,40.882357
596.665796,64,40.904041
812.651911,87,40.933362
241.420798,26,40.942412
634.175931,68,44.177732
418.963529,45,44.193279
259.554896,28,44.203043
447.550503,48,44.219582
306.481076,33,44.230973
465.345791,50,44.247999
287.517063,31,44.258708
465.763614,50,44.275737
353.631379,38,44.288762
250.570089,27,44.298114
297.794216,32,47.559177
325.372308,35,47.571396
353.482415,38,47.584557
409.202473,44,47.599725
708.63616,76,47.625739
437.913292,47,47.641849
306.896442,33,47.653271
689.402399,74,47.67849
559.684173,60,47.69891
400.196318,43,47.713714
1810.644221,194,50.961631
1220.249452,131,51.005949
894.046244,96,51.038586
1567.094863,168,51.095101
1165.157903,125,51.137237
343.713985,37,51.149954
371.95177,40,51.163696
371.737249,40,51.177415
474.63782,51,51.194805
979.167044,105,51.230314
1893.820509,203,54.752548
1595.255452,171,54.810086
671.815848,72,54.834448
3642.862919,390,54.965041
400.583412,43,54.979774
9347.515504,1000,55.31333
3191.156753,342,55.42775
1922.172569,206,55.496624
353.195981,38,55.509658
7616.038953,815,55.782161
353.407904,38,59.093836
531.348647,57,59.113267
1448.59412,155,59.165216
391.007969,42,59.179536
568.771745,61,59.200168
1812.092353,194,59.264949
1316.779583,141,59.312292
353.767339,38,59.325304
456.794051,49,59.341936
1233.277274,132,59.386171
269.095082,29,61.763877
9353.914996,1000,62.096005
9353.989318,1000,62.427703
9353.606838,1000,62.759886
437.76453,47,62.775813
9353.799518,1000,63.108267
409.630356,44,63.123232
9353.487089,1000,63.455512
9353.556577,1000,63.787957
372.702404,40,63.801647
9357.889478,1000,67.758513
550.460749,59,67.778831
418.951058,45,67.79425
9357.88152,1000,68.1271
9358.159174,1000,68.460528
588.052949,63,68.482003
9358.058364,1000,68.816458
9357.999605,1000,69.150407
671.072922,72,69.174824
538.507862,58,69.194509
9359.853215,1000,72.794212
9359.805396,1000,73.12779
493.888291,53,73.145901
9359.801218,1000,73.479351
540.31281,58,73.499137
9359.809923,1000,73.833993
9359.607463,1000,74.170518
9359.529009,1000,74.506686
530.898915,57,74.526258
9359.575945,1000,74.86121
9349.323449,1000,78.474944
9349.40407,1000,78.806592
9359.724009,1000,79.137207
1438.556029,154,79.188703
1176.337357,126,79.230754
9349.541725,1000,79.561706
952.518121,102,79.595892
9359.839509,1000,79.925465
9359.80217,1000,80.25435
9359.783156,1000,80.582529
9358.068091,1000,84.195786
9359.762371,1000,84.525613
9359.441291,1000,84.854255
9359.480411,1000,85.183937
9359.575397,1000,85.512383
9359.763159,1000,85.840634
9359.349967,1000,86.170743
9359.698748,1000,86.498842
9359.771006,1000,86.827772
9359.645193,1000,87.156813
9359.642589,1000,90.773336
9359.622472,1000,91.106961
9359.765057,1000,91.440064
9359.770419,1000,91.77317
9359.596774,1000,92.106687
9359.652759,1000,92.439912
9359.737989,1000,92.772835
9352.760599,1000,93.106537
9359.643643,1000,93.439627
9352.483196,1000,93.772497
9359.8458,1000,97.381318
