#{"t_start": 1662437836.4206038, "env_id": "Walker2d-v3"}
r,l,t
377.423416,256,3.253304
335.972471,213,3.350258
349.31258,225,3.452588
302.355658,182,3.536258
301.766661,180,3.618974
365.003884,243,3.730406
299.578144,180,3.813172
380.995321,261,3.932511
305.093532,184,4.016728
248.75383,335,4.168109
327.485474,192,154.048052
307.857066,179,154.129676
358.551451,222,154.229753
325.430213,191,154.315765
310.208584,180,154.397269
303.744958,174,154.47577
301.767039,173,154.554293
280.03104,161,154.627122
319.272653,191,154.713962
305.885821,179,154.79494
322.837733,213,303.416891
332.92181,198,303.504525
397.306036,210,303.598019
360.676117,176,303.676486
337.731148,188,303.75958
338.679285,192,303.843717
407.031474,193,303.928768
360.089095,201,304.016547
358.077044,191,304.101285
354.462513,183,304.181494
365.214339,176,455.498475
321.279017,149,455.564024
345.384287,170,455.638544
277.158728,135,455.697452
295.736973,136,455.756917
404.788297,239,455.861316
223.460318,312,455.996985
363.502604,163,456.068712
-62.888255,463,456.268769
52.640824,137,456.328387
349.398283,183,604.966019
285.294398,149,605.031479
274.131785,130,605.088606
331.978876,173,605.164968
398.018415,244,605.273123
271.257692,139,605.334048
343.137315,181,605.414113
285.297371,149,605.479298
281.998459,135,605.538684
254.542011,121,605.591399
329.583133,146,755.377317
272.661736,109,755.425409
299.105383,139,755.486721
291.761196,128,755.543748
406.600852,214,755.63929
414.487219,148,755.704297
272.312642,120,755.756605
328.524166,150,755.823412
356.830113,128,755.879209
467.614161,279,756.004819
433.012175,176,907.756212
347.980616,147,907.820618
228.379847,96,907.862522
442.602078,210,907.955158
418.089045,186,908.036408
241.530507,108,908.082819
396.530256,169,908.156509
427.762797,197,908.242766
405.899841,205,908.331748
408.597235,183,908.411511
355.924584,154,1064.105261
355.770212,152,1064.172308
347.99268,151,1064.238667
331.698236,150,1064.304621
352.605262,145,1064.368181
366.65734,162,1064.439511
360.617123,147,1064.503873
354.334176,151,1064.57038
362.101354,152,1064.637308
357.976383,153,1064.70504
207.11789,98,1246.53639
246.299233,108,1246.583385
217.855022,102,1246.627874
190.281477,96,1246.669522
196.636791,94,1246.71032
247.100668,106,1246.756411
137.824479,80,1246.791181
272.187845,120,1246.84331
284.128508,135,1246.902207
133.177754,76,1246.935065
439.755202,216,1447.686761
255.726529,150,1447.751676
539.616111,214,1447.844198
611.678572,341,1447.992386
635.315237,507,1448.212947
484.249759,181,1448.291157
450.636746,165,1448.362651
454.148982,196,1448.447869
246.386294,109,1448.494612
212.505382,106,1448.539997
104.704257,67,1649.286115
338.624727,133,1649.343502
165.188236,85,1649.380585
367.941877,135,1649.438779
108.953078,68,1649.4683
114.124749,70,1649.49883
109.887382,68,1649.5283
108.824555,69,1649.558389
108.381451,69,1649.588413
224.522294,97,1649.630441
380.214031,149,1853.567467
170.687696,97,1853.609614
201.893628,125,1853.663398
237.993631,124,1853.717007
280.788832,137,1853.775985
353.301198,171,1853.849868
319.022998,141,1853.910697
415.050445,169,1853.983602
368.219891,148,1854.04784
394.095005,155,1854.115139
158.955384,86,2061.827437
344.160603,138,2061.887404
328.377027,133,2061.945187
290.921338,126,2061.999583
330.879146,146,2062.063053
350.882411,136,2062.122044
358.111341,136,2062.181479
284.297034,119,2062.23316
261.169012,115,2062.28317
327.823425,131,2062.339717
359.601191,150,2270.13754
395.487228,173,2270.212867
584.287289,202,2270.300283
419.249415,242,2270.40443
395.820888,155,2270.471591
335.003789,199,2270.557487
158.175934,105,2270.602603
407.689872,161,2270.67251
387.27188,154,2270.739507
367.497673,141,2270.800731
359.136087,144,2483.332525
348.866239,137,2483.392227
377.893634,153,2483.458833
398.607373,150,2483.523731
365.410894,146,2483.586952
346.984447,140,2483.648021
365.195833,146,2483.711403
355.379986,140,2483.772368
408.996181,157,2483.84099
393.026322,149,2483.905552
412.157979,159,2703.869514
361.022402,133,2703.927647
463.098224,164,2703.998567
405.546516,148,2704.062643
434.214394,151,2704.127965
397.931659,163,2704.198482
345.069438,133,2704.256158
376.759604,133,2704.313492
328.004888,125,2704.367564
413.897978,155,2704.43504
387.994007,143,2924.470706
373.194116,140,2924.531336
413.314144,146,2924.594182
373.751407,137,2924.653143
376.387354,141,2924.714188
386.653092,141,2924.774876
359.606162,135,2924.833183
360.993768,136,2924.891793
386.895543,144,2924.953903
535.127907,178,2925.030742
384.527464,150,3148.499604
333.681891,149,3148.564554
404.835059,159,3148.63356
375.798928,149,3148.698335
367.641572,147,3148.761906
329.002555,139,3148.822148
325.277398,146,3148.885796
416.833627,165,3148.957011
351.406465,142,3149.018437
400.797136,162,3149.088117
579.430408,215,3371.08959
521.717782,216,3371.183853
482.487677,196,3371.269032
629.871831,225,3371.366424
516.029929,203,3371.454742
487.956736,190,3371.537419
831.301868,302,3371.668698
1114.583085,394,3371.839332
558.266281,215,3371.932556
506.467328,203,3372.020771
788.306013,257,3599.698213
