#{"t_start": 1663347376.3679721, "env_id": "PredatorPrey-v0"}
r,l,t
-20.0,200,1.676103
-20.0,200,1.728717
-20.0,200,1.781126
-20.0,200,1.833392
-20.0,200,1.885529
-7.4,85,1.907794
-20.0,200,1.959743
-20.0,200,2.011774
-20.0,200,2.063827
-20.0,200,2.115781
-20.0,200,2.167728
-20.0,200,2.2197
-20.0,200,2.27165
-20.0,200,2.323648
-20.0,200,2.37551
-20.0,200,2.427588
-20.0,200,2.479609
-20.0,200,2.531789
-20.0,200,2.583802
-20.0,200,2.635843
-20.0,200,2.691389
-20.0,200,2.743308
-20.0,200,2.795394
-20.0,200,2.847332
-20.0,200,2.899256
-20.0,200,2.951154
-20.0,200,3.002955
-20.0,200,3.054765
-20.0,200,3.106654
-20.0,200,3.158503
-20.0,200,3.210317
-20.0,200,3.262062
-20.0,200,3.313965
-20.0,200,3.365864
-20.0,200,3.4176
-20.0,200,3.469568
-20.0,200,3.521517
-20.0,200,3.573422
-20.0,200,3.625393
-20.0,200,3.677265
-20.0,200,3.729081
-20.0,200,3.781079
-8.0,91,3.80475
-20.0,200,3.856738
-20.0,200,3.9087
-20.0,200,3.960604
-20.0,200,4.012445
-20.0,200,4.064466
-20.0,200,4.116539
-20.0,200,4.168522
-20.0,200,4.220323
-20.0,200,4.272154
-20.0,200,4.324026
-20.0,200,4.375937
-20.0,200,4.427861
-20.0,200,4.479724
-20.0,200,4.531672
-20.0,200,4.583727
-20.0,200,4.635618
-20.0,200,4.687511
-20.0,200,4.74017
-20.0,200,4.792014
-20.0,200,4.843875
-20.0,200,4.895663
-20.0,200,4.94761
-20.0,200,4.999684
-20.0,200,5.05193
-20.0,200,5.104056
-20.0,200,5.1561
-20.0,200,5.207935
-20.0,200,5.259778
-20.0,200,5.311759
-20.0,200,5.363715
-20.0,200,5.415599
-20.0,200,5.467608
-20.0,200,5.519568
-20.0,200,5.571644
-20.0,200,5.623599
-20.0,200,5.675509
-20.0,200,5.727486
-20.0,200,5.779458
-20.0,200,5.831623
-20.0,200,5.883621
-20.0,200,5.93567
-20.0,200,5.987634
-20.0,200,6.039409
-20.0,200,6.091386
-20.0,200,6.143292
