#{"t_start": 1662437839.8296084, "env_id": "Walker2d-v3"}
r,l,t
2.005201,14,3.14723
2.46364,14,3.1537
2.278791,14,3.160129
2.342913,14,3.166522
2.240196,14,3.172888
2.638135,14,3.179249
1.886918,14,3.185594
2.332878,14,3.191967
2.489746,14,3.198329
2.540743,14,3.204704
17.611497,30,152.326356
101.852686,73,152.358089
139.833719,97,152.400109
120.501534,78,152.433816
120.74603,80,152.468397
160.560404,97,152.510127
115.163099,72,152.541315
97.486834,142,152.60246
143.907589,92,152.641991
106.822756,73,152.673524
221.423201,116,300.120114
71.175559,90,300.160282
182.231838,94,300.201355
268.314675,269,300.318391
242.586838,125,300.374081
203.492221,104,300.419908
189.152385,111,300.468622
262.672594,148,300.534239
275.144404,160,300.605449
238.117525,137,300.665744
107.109313,92,451.985039
103.207357,88,452.023211
120.767082,93,452.063496
90.905865,87,452.101294
236.738732,152,452.167591
194.933359,131,452.224629
265.956253,166,452.29673
196.018468,127,452.351653
171.731281,120,452.403498
254.192279,145,452.466785
238.752496,124,602.021002
172.272574,101,602.064546
257.981579,124,602.118315
203.621591,118,602.169289
186.649074,110,602.216376
161.133591,98,602.258534
268.77697,150,602.324157
189.699147,122,602.376161
320.437897,163,602.446837
32.736214,213,602.538233
225.173621,115,751.115749
245.62982,124,751.169507
195.750427,106,751.215468
213.019191,102,751.260011
165.247506,100,751.303207
209.164201,110,751.350763
197.797799,109,751.398051
182.822586,100,751.441417
186.854148,103,751.485886
217.533422,116,751.535999
133.747393,78,901.931075
346.855275,219,902.025772
130.694637,79,902.059274
363.958944,227,902.157746
348.227408,210,902.248476
158.339478,78,902.281882
163.701415,89,902.319754
401.131547,259,902.432169
340.335574,210,902.522666
350.343611,223,902.618466
298.669517,167,1057.929069
281.62431,176,1058.005301
280.106536,177,1058.081976
304.61246,181,1058.160329
292.352919,153,1058.22644
292.76854,163,1058.2967
286.639193,162,1058.366665
267.310659,152,1058.432536
289.458222,166,1058.504208
205.894855,138,1058.563968
367.58516,192,1244.414089
478.506544,254,1244.522891
386.914469,193,1244.604904
229.424419,134,1244.661844
389.041127,193,1244.744508
523.968963,256,1244.854274
402.293578,209,1244.943706
957.20272,408,1245.117318
360.986636,206,1245.206139
536.552345,264,1245.319959
271.979254,157,1447.642312
276.775812,161,1447.713241
269.347689,155,1447.78143
268.745469,155,1447.849549
277.380048,164,1447.921663
273.359862,156,1447.990058
267.052147,155,1448.058239
280.065112,165,1448.130731
275.276427,160,1448.201512
259.592679,147,1448.266137
225.425305,103,1653.57477
248.785336,128,1653.62912
244.582834,114,1653.677644
255.184563,130,1653.733002
215.225939,106,1653.77796
248.653422,124,1653.830625
215.035607,109,1653.876848
218.204237,105,1653.921638
222.370911,104,1653.966016
241.190209,123,1654.018258
324.251975,163,1861.080622
463.323351,192,1861.162494
436.827398,165,1861.232764
421.10046,196,1861.316385
471.184302,185,1861.394976
456.741647,191,1861.476014
326.414517,161,1861.544544
524.093561,191,1861.625952
864.472652,371,1861.784392
491.550851,186,1861.86382
367.283658,147,2068.448066
361.838452,155,2068.515337
368.455656,158,2068.583782
362.276601,145,2068.646811
359.747684,149,2068.711112
373.819661,153,2068.777531
357.036152,144,2068.839818
364.58453,146,2068.902941
374.811221,153,2068.969064
368.720963,147,2069.032675
566.184511,220,2278.219876
289.842613,120,2278.271963
262.193333,110,2278.319378
526.662963,197,2278.403749
266.486489,110,2278.451013
294.239918,128,2278.506382
335.927989,145,2278.568496
525.919953,198,2278.653231
514.122808,187,2278.733284
260.122346,109,2278.780265
669.992288,227,2497.446128
2256.929835,772,2497.774638
649.764875,223,2497.869789
516.066912,195,2497.953024
709.97478,239,2498.054978
753.312118,255,2498.163776
581.039309,232,2498.262748
555.111779,199,2498.347334
381.775318,158,2498.414741
797.088778,289,2498.537813
572.341606,197,2718.097728
2827.155919,751,2718.41755
858.657455,280,2718.536567
1016.119969,303,2718.664737
901.388867,276,2718.782441
920.970833,278,2718.900528
1477.45953,435,2719.084332
680.790061,222,2719.178028
690.522007,219,2719.271378
937.78935,281,2719.391235
1297.715262,382,2932.392878
920.086275,267,2932.506079
2874.713108,784,2932.840133
1566.026483,432,2933.024506
847.439512,262,2933.136366
1099.323821,320,2933.272505
712.259218,228,2933.370142
942.375025,279,2933.489227
647.912286,204,2933.576179
980.431299,278,2933.694594
2011.98101,523,3172.530386
883.27061,274,3172.647246
2498.550353,728,3172.956925
430.383831,149,3173.020019
365.420006,138,3173.078473
2631.029309,855,3173.44105
2418.745252,693,3173.73562
3124.450859,883,3174.109533
409.270835,170,3174.181551
1505.534043,430,3174.364243
40.165166,40,3396.307455
42.10527,41,3396.325421
1460.10021,434,3396.510506
2655.996971,726,3396.819365
1330.147032,411,3396.994622
754.720117,222,3397.089034
688.0907,217,3397.181348
2558.47158,709,3397.483535
651.74899,197,3397.567169
39.824577,40,3397.5845
2383.299013,701,3631.50669
1564.642255,419,3631.68554
3218.787594,1000,3632.110672
3577.447338,1000,3632.536047
1079.371715,322,3632.672956
2169.950594,650,3632.949857
3163.421245,914,3633.33833
2177.235932,593,3633.590601
3463.975539,1000,3634.016952
966.539396,248,3634.122294
779.726128,293,3860.992673
547.734745,165,3861.063221
3277.809988,1000,3861.489003
857.904624,237,3861.58982
3104.494059,1000,3862.016187
2345.333981,790,3862.352597
1544.52693,504,3862.566611
1159.953377,323,3862.703747
591.952165,178,3862.779285
1736.229485,463,3862.976515
4267.965139,1000,4076.413414
3934.374767,1000,4076.839243
4367.322645,1000,4077.265301
4307.473758,1000,4077.693265
4390.214034,1000,4078.119629
3712.267975,1000,4078.545237
3767.189673,1000,4078.969879
639.159059,194,4079.05222
3816.184596,1000,4079.478406
3876.44216,1000,4079.904248
