#{"t_start": 1662437840.3761992, "env_id": "Walker2d-v3"}
r,l,t
15.750135,28,3.18537
16.310081,28,3.197817
15.77718,28,3.210157
16.310859,28,3.222498
16.851173,29,3.235242
16.453957,29,3.247993
16.047268,28,3.260326
15.262936,28,3.272637
15.631138,28,3.285012
16.877883,29,3.297759
205.478153,115,152.058591
104.472821,138,152.119411
43.69373,211,152.211582
207.552242,109,152.260425
128.644674,92,152.300683
235.5629,123,152.356422
101.886705,94,152.397382
128.99593,91,152.437145
204.651131,103,152.483712
175.12896,86,152.52224
251.658831,138,301.204883
234.043952,125,301.260785
207.657295,110,301.30942
418.254984,467,301.514942
189.23594,101,301.559517
290.600719,233,301.663126
176.582869,110,301.712033
190.752596,122,301.765776
207.635893,111,301.815027
215.133217,116,301.866251
287.489436,139,452.374496
311.370331,156,452.444327
199.28811,106,452.490787
184.648234,102,452.535446
336.697932,181,452.61709
323.842663,165,452.691495
308.140751,162,452.76374
233.257931,124,452.818262
290.617925,151,452.885235
319.15867,163,452.958061
379.322219,185,602.754089
16.212315,183,602.835363
376.484708,270,602.955332
414.043598,221,603.053823
265.728836,161,603.125428
20.464352,218,603.221347
392.353053,205,603.3139
408.725728,221,603.414035
394.184405,198,603.502745
425.371488,261,603.618888
348.286918,165,755.270934
412.349363,209,755.364922
394.177039,189,755.449841
357.934708,162,755.522133
337.258954,148,755.587602
482.856325,235,755.69237
331.234602,159,755.763967
364.666711,170,755.839851
407.539549,199,755.929459
405.58195,207,756.021848
379.09668,168,905.103314
341.195346,157,905.173089
342.768786,155,905.241482
342.464387,154,905.309392
315.360233,149,905.375036
361.541526,164,905.447447
325.181283,151,905.513945
353.972403,160,905.584587
326.111003,150,905.650862
350.277014,158,905.720419
799.482036,303,1063.379182
801.613949,318,1063.519732
787.665227,330,1063.665467
777.081074,313,1063.803532
570.58588,219,1063.899739
777.210215,325,1064.043424
935.450659,370,1064.20716
352.898747,173,1064.283773
755.953527,320,1064.42535
918.962137,360,1064.584333
826.572619,322,1251.674775
1450.13808,589,1251.934973
1157.78034,487,1252.15025
731.605172,309,1252.287266
1410.155779,534,1252.52307
739.016903,310,1252.660382
782.101476,317,1252.800482
749.588815,318,1252.941203
558.21794,258,1253.055454
1173.890557,463,1253.260283
766.023915,271,1461.742572
792.752366,295,1461.872748
778.443521,270,1461.991908
827.113295,305,1462.126212
777.846053,277,1462.248389
795.673052,297,1462.379071
796.291814,290,1462.506852
784.854684,293,1462.63601
774.235607,273,1462.756582
776.784219,275,1462.878041
679.48909,283,1671.793179
695.675687,295,1671.923578
869.132965,336,1672.071913
659.910881,279,1672.19536
692.533853,287,1672.321715
