#{"t_start": 1662668509.8990877, "env_id": "Swimmer10-v3"}
r,l,t
-56.910159,1000,5.472176
-56.696739,1000,6.127
-56.791322,1000,6.800209
-56.162784,1000,7.516233
-56.978754,1000,8.156619
-57.27549,1000,8.765962
-56.016143,1000,9.398338
-57.129324,1000,9.991973
-57.794494,1000,10.651458
-56.664155,1000,11.377511
-53.579679,1000,140.243394
-52.866381,1000,140.862833
-46.658364,1000,141.487422
-51.787707,1000,142.137572
-46.428547,1000,142.825835
-52.832178,1000,143.416298
-50.445502,1000,144.109572
-61.637949,1000,144.70645
-53.378315,1000,145.264697
-53.331903,1000,145.856661
-7.779806,1000,277.526909
-6.920637,1000,278.110201
-7.639438,1000,278.754608
-6.206369,1000,279.410785
-6.79348,1000,280.036983
-5.956446,1000,280.690844
-8.014782,1000,281.36628
-5.936056,1000,282.035549
-6.767181,1000,282.588962
-8.973395,1000,283.160435
-9.923234,1000,414.495744
-9.583209,1000,415.062091
-10.530322,1000,415.75908
-10.597978,1000,416.463639
-9.734541,1000,417.127589
-10.62711,1000,417.813457
-9.603147,1000,418.482556
-10.213167,1000,419.062156
-10.197083,1000,419.768265
-9.166565,1000,420.480459
9.559014,1000,552.628716
11.382058,1000,553.234463
7.022809,1000,553.859276
7.053113,1000,554.513638
7.585402,1000,555.066858
8.266903,1000,555.665925
8.390148,1000,556.320173
7.574939,1000,557.026412
8.733154,1000,557.727143
6.745532,1000,558.278174
23.72975,1000,685.119935
23.115242,1000,685.763864
25.480831,1000,686.531513
20.893994,1000,687.177356
23.002661,1000,687.800421
24.650125,1000,688.4003
23.323464,1000,688.953308
24.577639,1000,689.570531
21.76067,1000,690.175141
25.318707,1000,690.748971
41.805163,1000,814.303324
41.935218,1000,814.880396
40.074347,1000,815.489381
38.884709,1000,816.069967
38.528732,1000,816.656349
35.848701,1000,817.220837
41.51394,1000,817.982343
44.490758,1000,818.586796
32.903085,1000,819.144843
39.856779,1000,819.740409
27.970741,1000,941.64849
29.713863,1000,942.161889
55.961745,1000,942.73438
55.010126,1000,943.243198
30.929888,1000,943.812562
30.457248,1000,944.348661
30.670538,1000,944.944316
57.306693,1000,945.59383
15.160823,1000,946.08474
50.048083,1000,946.595463
107.168906,1000,1071.960827
98.76606,1000,1072.526376
110.203208,1000,1073.093867
113.103078,1000,1073.743518
107.91867,1000,1074.342735
111.83787,1000,1074.877569
105.740776,1000,1075.4726
109.27706,1000,1076.069807
110.946616,1000,1076.646405
112.224188,1000,1077.279894
193.512691,1000,1202.953219
191.212262,1000,1203.588183
199.438851,1000,1204.189907
193.278299,1000,1204.772325
205.074228,1000,1205.400231
199.728483,1000,1205.971904
197.292072,1000,1206.544518
193.497836,1000,1207.151074
199.2002,1000,1207.745216
194.692649,1000,1208.325607
242.929878,1000,1340.118334
244.287339,1000,1340.738366
243.027689,1000,1341.371942
246.859994,1000,1342.073505
241.875454,1000,1342.703558
242.325052,1000,1343.281695
242.997735,1000,1343.895107
242.912719,1000,1344.454083
244.455188,1000,1345.044631
241.632587,1000,1345.655059
352.43162,1000,1482.844144
353.117347,1000,1483.525934
354.602165,1000,1484.073397
354.405821,1000,1484.731276
355.55726,1000,1485.330802
353.00225,1000,1485.867014
355.678561,1000,1486.485005
354.989503,1000,1487.123948
353.535397,1000,1487.696444
355.420337,1000,1488.292458
373.156227,1000,1631.503076
372.658675,1000,1632.226778
372.026568,1000,1632.836409
372.476696,1000,1633.520092
373.042105,1000,1634.124453
373.651104,1000,1634.79551
372.294897,1000,1635.42007
373.047177,1000,1635.993064
373.035502,1000,1636.641272
373.395931,1000,1637.328231
357.568189,1000,1785.186704
357.556795,1000,1785.815539
357.242474,1000,1786.421918
357.602837,1000,1787.072203
357.463795,1000,1787.747555
357.374495,1000,1788.378757
357.486798,1000,1788.977217
357.454646,1000,1789.588938
357.580201,1000,1790.223466
357.62103,1000,1790.883806
374.145965,1000,1936.992485
373.361922,1000,1937.631611
373.996113,1000,1938.207631
373.618491,1000,1938.77049
374.10476,1000,1939.397388
373.246322,1000,1940.009582
373.512223,1000,1940.666641
374.356719,1000,1941.170796
373.629099,1000,1941.75207
373.407053,1000,1942.391256
403.672208,1000,2086.844483
403.824962,1000,2087.516505
403.82835,1000,2088.124383
403.871503,1000,2088.707396
403.48898,1000,2089.303154
403.968112,1000,2089.888765
403.561904,1000,2090.475779
403.533397,1000,2091.093953
403.498797,1000,2091.734474
403.629011,1000,2092.365081
399.145084,1000,2238.150771
398.405525,1000,2238.840458
399.041932,1000,2239.524883
398.639924,1000,2240.123505
398.564008,1000,2240.730812
399.107536,1000,2241.376298
398.714884,1000,2242.028134
398.895541,1000,2242.667197
399.280223,1000,2243.296345
398.24646,1000,2243.848665
-62.338501,1000,2396.755331
-58.57194,1000,2397.337665
-61.639162,1000,2397.96911
-63.91252,1000,2398.51489
-60.389837,1000,2399.117687
-61.139172,1000,2399.745143
-60.710573,1000,2400.399017
-59.753683,1000,2400.948646
-59.399833,1000,2401.570101
-60.67765,1000,2402.155453
366.349569,1000,2562.905761
367.194585,1000,2563.516293
366.953882,1000,2564.088533
366.764227,1000,2564.795515
366.717818,1000,2565.364929
366.723787,1000,2565.927781
365.995117,1000,2566.668348
366.432597,1000,2567.214387
366.646022,1000,2567.763549
367.559349,1000,2568.514644
398.205673,1000,2737.733573
398.333272,1000,2738.261373
398.394015,1000,2738.902561
398.00862,1000,2739.572148
398.201717,1000,2740.132766
398.303712,1000,2740.688625
398.066336,1000,2741.284276
397.861646,1000,2741.805927
397.559985,1000,2742.430601
397.959459,1000,2743.078971
388.138442,1000,2910.47406
388.246429,1000,2911.042404
388.595133,1000,2911.661197
388.19736,1000,2912.261859
388.669563,1000,2912.876464
388.754407,1000,2913.452387
388.688092,1000,2914.000389
388.362779,1000,2914.582915
388.01214,1000,2915.160449
388.604447,1000,2915.757778
388.206957,1000,3081.926263
388.714336,1000,3082.549924
388.799934,1000,3083.169061
388.825074,1000,3083.820594
388.843128,1000,3084.367492
388.372285,1000,3084.92237
388.542635,1000,3085.514817
388.942719,1000,3086.143538
388.722768,1000,3086.781566
388.16939,1000,3087.42572
408.060071,1000,3257.08862
408.049044,1000,3257.70174
407.644787,1000,3258.243267
407.762935,1000,3258.786345
408.362609,1000,3259.402726
408.153687,1000,3260.025125
408.201407,1000,3260.5779
407.506729,1000,3261.191755
408.207246,1000,3261.753568
408.021459,1000,3262.335859
403.240041,1000,3433.976516
403.394663,1000,3434.53947
403.428293,1000,3435.084432
402.473762,1000,3435.768167
402.94947,1000,3436.285768
403.147598,1000,3436.855773
402.363952,1000,3437.524074
402.779312,1000,3438.216644
403.015588,1000,3438.770508
403.338589,1000,3439.292504
398.673968,1000,3617.58227
399.031096,1000,3618.17402
398.908741,1000,3618.787882
399.512549,1000,3619.329703
399.102478,1000,3619.943613
398.67392,1000,3620.555756
399.296201,1000,3621.174137
399.202383,1000,3621.806335
398.347555,1000,3622.406946
398.981883,1000,3623.05358
408.642116,1000,3805.152537
408.557475,1000,3805.731682
409.414679,1000,3806.353988
407.12155,1000,3806.909753
408.295928,1000,3807.499569
409.475319,1000,3808.129272
408.600361,1000,3808.683772
407.410129,1000,3809.211796
409.057443,1000,3809.879112
410.132151,1000,3810.437111
420.793222,1000,3998.323278
421.037808,1000,3998.899767
420.683294,1000,3999.568846
420.877517,1000,4000.206455
421.413851,1000,4000.896162
421.582615,1000,4001.614142
420.397912,1000,4002.283866
421.006019,1000,4002.935122
421.426814,1000,4003.532552
420.884156,1000,4004.084969
414.958584,1000,4195.659404
415.087148,1000,4196.330086
414.885668,1000,4197.039854
415.250582,1000,4197.576719
415.302146,1000,4198.217392
415.388674,1000,4198.893368
415.160181,1000,4199.495445
415.097761,1000,4200.058478
415.256198,1000,4200.722787
415.758897,1000,4201.340329
419.338092,1000,4392.830357
419.595558,1000,4393.436422
420.064734,1000,4394.054976
419.48392,1000,4394.606329
420.041131,1000,4395.147997
419.506216,1000,4395.7789
419.743417,1000,4396.458805
419.706943,1000,4397.020833
419.543235,1000,4397.618498
419.436207,1000,4398.232415
430.393062,1000,4595.415531
430.568571,1000,4596.03852
430.748514,1000,4596.608077
430.415185,1000,4597.28699
430.597064,1000,4597.895438
430.418049,1000,4598.464001
430.412847,1000,4599.043508
430.498764,1000,4599.583747
